,code,description,icd10cm_code
39784,T65.6,"Toxic effect of paints and dyes, not elsewhere classified",T656
39785,T65.6X,"Toxic effect of paints and dyes, not elsewhere classified",T656X
39786,T65.6X1,"Toxic effect of paints and dyes, not elsewhere classified, accidental (unintentional)",T656X1
39787,T65.6X2,"Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm",T656X2
39788,T65.6X3,"Toxic effect of paints and dyes, not elsewhere classified, assault",T656X3
39789,T65.6X4,"Toxic effect of paints and dyes, not elsewhere classified, undetermined",T656X4
39790,T65.8,Toxic effect of other specified substances,T658
39791,T65.81,Toxic effect of latex,T6581
39792,T65.811,"Toxic effect of latex, accidental (unintentional)",T65811
39793,T65.812,"Toxic effect of latex, intentional self-harm",T65812
39794,T65.813,"Toxic effect of latex, assault",T65813
39795,T65.814,"Toxic effect of latex, undetermined",T65814
39796,T65.82,Toxic effect of harmful algae and algae toxins,T6582
39797,T65.821,"Toxic effect of harmful algae and algae toxins, accidental (unintentional)",T65821
39798,T65.822,"Toxic effect of harmful algae and algae toxins, intentional self-harm",T65822
39799,T65.823,"Toxic effect of harmful algae and algae toxins, assault",T65823
39800,T65.824,"Toxic effect of harmful algae and algae toxins, undetermined",T65824
39801,T65.83,Toxic effect of fiberglass,T6583
39802,T65.831,"Toxic effect of fiberglass, accidental (unintentional)",T65831
39803,T65.832,"Toxic effect of fiberglass, intentional self-harm",T65832
39804,T65.833,"Toxic effect of fiberglass, assault",T65833
39805,T65.834,"Toxic effect of fiberglass, undetermined",T65834
39806,T65.89,Toxic effect of other specified substances,T6589
39807,T65.891,"Toxic effect of other specified substances, accidental (unintentional)",T65891
39808,T65.892,"Toxic effect of other specified substances, intentional self-harm",T65892
39809,T65.893,"Toxic effect of other specified substances, assault",T65893
39810,T65.894,"Toxic effect of other specified substances, undetermined",T65894
39811,T65.9,Toxic effect of unspecified substance,T659
39812,T65.91,"Toxic effect of unspecified substance, accidental (unintentional)",T6591
39813,T65.92,"Toxic effect of unspecified substance, intentional self-harm",T6592
39814,T65.93,"Toxic effect of unspecified substance, assault",T6593
39815,T65.94,"Toxic effect of unspecified substance, undetermined",T6594
39816,T66,"Radiation sickness, unspecified",T66
39817,T67,Effects of heat and light,T67
39818,T67.0,Heatstroke and sunstroke,T670
39819,T67.01,Heatstroke and sunstroke,T6701
39820,T67.02,Exertional heatstroke,T6702
39821,T67.09,Other heatstroke and sunstroke,T6709
39822,T67.1,Heat syncope,T671
39823,T67.2,Heat cramp,T672
39824,T67.3,"Heat exhaustion, anhydrotic",T673
39825,T67.4,Heat exhaustion due to salt depletion,T674
39826,T67.5,"Heat exhaustion, unspecified",T675
39827,T67.6,"Heat fatigue, transient",T676
39828,T67.7,Heat edema,T677
39829,T67.8,Other effects of heat and light,T678
39830,T67.9,"Effect of heat and light, unspecified",T679
39831,T68,Hypothermia,T68
39832,T69,Other effects of reduced temperature,T69
39833,T69.0,Immersion hand and foot,T690
39834,T69.01,Immersion hand,T6901
39835,T69.011,"Immersion hand, right hand",T69011
39836,T69.012,"Immersion hand, left hand",T69012
39837,T69.019,"Immersion hand, unspecified hand",T69019
39838,T69.02,Immersion foot,T6902
39839,T69.021,"Immersion foot, right foot",T69021
39840,T69.022,"Immersion foot, left foot",T69022
39841,T69.029,"Immersion foot, unspecified foot",T69029
39842,T69.1,Chilblains,T691
39843,T69.8,Other specified effects of reduced temperature,T698
39844,T69.9,"Effect of reduced temperature, unspecified",T699
39845,T70,Effects of air pressure and water pressure,T70
39846,T70.0,Otitic barotrauma,T700
39847,T70.1,Sinus barotrauma,T701
39848,T70.2,Other and unspecified effects of high altitude,T702
39849,T70.20,Unspecified effects of high altitude,T7020
39850,T70.29,Other effects of high altitude,T7029
39851,T70.3,Caisson disease [decompression sickness],T703
39852,T70.4,Effects of high-pressure fluids,T704
39853,T70.8,Other effects of air pressure and water pressure,T708
39854,T70.9,"Effect of air pressure and water pressure, unspecified",T709
39855,T71,Asphyxiation,T71
39856,T71.1,Asphyxiation due to mechanical threat to breathing,T711
39857,T71.11,Asphyxiation due to smothering under pillow,T7111
39858,T71.111,"Asphyxiation due to smothering under pillow, accidental",T71111
39859,T71.112,"Asphyxiation due to smothering under pillow, intentional self-harm",T71112
39860,T71.113,"Asphyxiation due to smothering under pillow, assault",T71113
39861,T71.114,"Asphyxiation due to smothering under pillow, undetermined",T71114
39862,T71.12,Asphyxiation due to plastic bag,T7112
39863,T71.121,"Asphyxiation due to plastic bag, accidental",T71121
39864,T71.122,"Asphyxiation due to plastic bag, intentional self-harm",T71122
39865,T71.123,"Asphyxiation due to plastic bag, assault",T71123
39866,T71.124,"Asphyxiation due to plastic bag, undetermined",T71124
39867,T71.13,Asphyxiation due to being trapped in bed linens,T7113
39868,T71.131,"Asphyxiation due to being trapped in bed linens, accidental",T71131
39869,T71.132,"Asphyxiation due to being trapped in bed linens, intentional self-harm",T71132
39870,T71.133,"Asphyxiation due to being trapped in bed linens, assault",T71133
39871,T71.134,"Asphyxiation due to being trapped in bed linens, undetermined",T71134
39872,T71.14,Asphyxiation due to smothering under another person's body (in bed),T7114
39873,T71.141,"Asphyxiation due to smothering under another person's body (in bed), accidental",T71141
39874,T71.143,"Asphyxiation due to smothering under another person's body (in bed), assault",T71143
39875,T71.144,"Asphyxiation due to smothering under another person's body (in bed), undetermined",T71144
39876,T71.15,Asphyxiation due to smothering in furniture,T7115
39877,T71.151,"Asphyxiation due to smothering in furniture, accidental",T71151
39878,T71.152,"Asphyxiation due to smothering in furniture, intentional self-harm",T71152
39879,T71.153,"Asphyxiation due to smothering in furniture, assault",T71153
39880,T71.154,"Asphyxiation due to smothering in furniture, undetermined",T71154
39881,T71.16,Asphyxiation due to hanging,T7116
39882,T71.161,"Asphyxiation due to hanging, accidental",T71161
39883,T71.162,"Asphyxiation due to hanging, intentional self-harm",T71162
39884,T71.163,"Asphyxiation due to hanging, assault",T71163
39885,T71.164,"Asphyxiation due to hanging, undetermined",T71164
39886,T71.19,Asphyxiation due to mechanical threat to breathing due to other causes,T7119
39887,T71.191,"Asphyxiation due to mechanical threat to breathing due to other causes, accidental",T71191
39888,T71.192,"Asphyxiation due to mechanical threat to breathing due to other causes, intentional self-harm",T71192
39889,T71.193,"Asphyxiation due to mechanical threat to breathing due to other causes, assault",T71193
39890,T71.194,"Asphyxiation due to mechanical threat to breathing due to other causes, undetermined",T71194
39891,T71.2,Asphyxiation due to systemic oxygen deficiency due to low oxygen content in ambient air,T712
39892,T71.20,Asphyxiation due to systemic oxygen deficiency due to low oxygen content in ambient air due to unspecified cause,T7120
39893,T71.21,Asphyxiation due to cave-in or falling earth,T7121
39894,T71.22,Asphyxiation due to being trapped in a car trunk,T7122
39895,T71.221,"Asphyxiation due to being trapped in a car trunk, accidental",T71221
39896,T71.222,"Asphyxiation due to being trapped in a car trunk, intentional self-harm",T71222
39897,T71.223,"Asphyxiation due to being trapped in a car trunk, assault",T71223
39898,T71.224,"Asphyxiation due to being trapped in a car trunk, undetermined",T71224
39899,T71.23,Asphyxiation due to being trapped in a (discarded) refrigerator,T7123
39900,T71.231,"Asphyxiation due to being trapped in a (discarded) refrigerator, accidental",T71231
39901,T71.232,"Asphyxiation due to being trapped in a (discarded) refrigerator, intentional self-harm",T71232
39902,T71.233,"Asphyxiation due to being trapped in a (discarded) refrigerator, assault",T71233
39903,T71.234,"Asphyxiation due to being trapped in a (discarded) refrigerator, undetermined",T71234
39904,T71.29,Asphyxiation due to being trapped in other low oxygen environment,T7129
39905,T71.9,Asphyxiation due to unspecified cause,T719
39906,T73,Effects of other deprivation,T73
39907,T73.0,Starvation,T730
39908,T73.1,Deprivation of water,T731
39909,T73.2,Exhaustion due to exposure,T732
39910,T73.3,Exhaustion due to excessive exertion,T733
39911,T73.8,Other effects of deprivation,T738
39912,T73.9,"Effect of deprivation, unspecified",T739
39913,T74,"Adult and child abuse, neglect and other maltreatment, confirmed",T74
39914,T74.0,"Neglect or abandonment, confirmed",T740
39915,T74.01,"Adult neglect or abandonment, confirmed",T7401
39916,T74.02,"Child neglect or abandonment, confirmed",T7402
39917,T74.1,"Physical abuse, confirmed",T741
39918,T74.11,"Adult physical abuse, confirmed",T7411
39919,T74.12,"Child physical abuse, confirmed",T7412
39920,T74.2,"Sexual abuse, confirmed",T742
39921,T74.21,"Adult sexual abuse, confirmed",T7421
39922,T74.22,"Child sexual abuse, confirmed",T7422
39923,T74.3,"Psychological abuse, confirmed",T743
39924,T74.31,"Adult psychological abuse, confirmed",T7431
39925,T74.32,"Child psychological abuse, confirmed",T7432
39926,T74.4,Shaken infant syndrome,T744
39927,T74.5,"Forced sexual exploitation, confirmed",T745
39928,T74.51,"Adult forced sexual exploitation, confirmed",T7451
39929,T74.52,"Child sexual exploitation, confirmed",T7452
39930,T74.6,"Forced labor exploitation, confirmed",T746
39931,T74.61,"Adult forced labor exploitation, confirmed",T7461
39932,T74.62,"Child forced labor exploitation, confirmed",T7462
39933,T74.9,"Unspecified maltreatment, confirmed",T749
39934,T74.91,"Unspecified adult maltreatment, confirmed",T7491
39935,T74.92,"Unspecified child maltreatment, confirmed",T7492
39936,T74.A,"Financial abuse, confirmed",T74A
39937,T74.A1,"Adult financial abuse, confirmed",T74A1
39938,T74.A2,"Child financial abuse, confirmed",T74A2
39939,T75,Other and unspecified effects of other external causes,T75
39940,T75.0,Effects of lightning,T750
39941,T75.00,Unspecified effects of lightning,T7500
39942,T75.01,Shock due to being struck by lightning,T7501
39943,T75.09,Other effects of lightning,T7509
39944,T75.1,Unspecified effects of drowning and nonfatal submersion,T751
39945,T75.2,Effects of vibration,T752
39946,T75.20,Unspecified effects of vibration,T7520
39947,T75.21,Pneumatic hammer syndrome,T7521
39948,T75.22,Traumatic vasospastic syndrome,T7522
39949,T75.23,Vertigo from infrasound,T7523
39950,T75.29,Other effects of vibration,T7529
39951,T75.3,Motion sickness,T753
39952,T75.4,Electrocution,T754
39953,T75.8,Other specified effects of external causes,T758
39954,T75.81,Effects of abnormal gravitation [G] forces,T7581
39955,T75.82,Effects of weightlessness,T7582
39956,T75.89,Other specified effects of external causes,T7589
39957,T76,"Adult and child abuse, neglect and other maltreatment, suspected",T76
39958,T76.0,"Neglect or abandonment, suspected",T760
39959,T76.01,"Adult neglect or abandonment, suspected",T7601
39960,T76.02,"Child neglect or abandonment, suspected",T7602
39961,T76.1,"Physical abuse, suspected",T761
39962,T76.11,"Adult physical abuse, suspected",T7611
39963,T76.12,"Child physical abuse, suspected",T7612
39964,T76.2,"Sexual abuse, suspected",T762
39965,T76.21,"Adult sexual abuse, suspected",T7621
39966,T76.22,"Child sexual abuse, suspected",T7622
39967,T76.3,"Psychological abuse, suspected",T763
39968,T76.31,"Adult psychological abuse, suspected",T7631
39969,T76.32,"Child psychological abuse, suspected",T7632
39970,T76.5,"Forced sexual exploitation, suspected",T765
39971,T76.51,"Adult forced sexual exploitation, suspected",T7651
39972,T76.52,"Child sexual exploitation, suspected",T7652
39973,T76.6,"Forced labor exploitation, suspected",T766
39974,T76.61,"Adult forced labor exploitation, suspected",T7661
39975,T76.62,"Child forced labor exploitation, suspected",T7662
39976,T76.9,"Unspecified maltreatment, suspected",T769
39977,T76.91,"Unspecified adult maltreatment, suspected",T7691
39978,T76.92,"Unspecified child maltreatment, suspected",T7692
39979,T76.A,"Financial abuse, suspected",T76A
39980,T76.A1,"Adult financial abuse, suspected",T76A1
39981,T76.A2,"Child financial abuse, suspected",T76A2
39982,T78,"Adverse effects, not elsewhere classified",T78
39983,T78.0,Anaphylactic reaction due to food,T780
39984,T78.00,Anaphylactic reaction due to unspecified food,T7800
39985,T78.01,Anaphylactic reaction due to peanuts,T7801
39986,T78.02,Anaphylactic reaction due to shellfish (crustaceans),T7802
39987,T78.03,Anaphylactic reaction due to other fish,T7803
39988,T78.04,Anaphylactic reaction due to fruits and vegetables,T7804
39989,T78.05,Anaphylactic reaction due to tree nuts and seeds,T7805
39990,T78.06,Anaphylactic reaction due to food additives,T7806
39991,T78.07,Anaphylactic reaction due to milk and dairy products,T7807
39992,T78.08,Anaphylactic reaction due to eggs,T7808
39993,T78.09,Anaphylactic reaction due to other food products,T7809
39994,T78.1,"Other adverse food reactions, not elsewhere classified",T781
39995,T78.2,"Anaphylactic shock, unspecified",T782
39996,T78.3,Angioneurotic edema,T783
39997,T78.4,Other and unspecified allergy,T784
39998,T78.40,"Allergy, unspecified",T7840
39999,T78.41,Arthus phenomenon,T7841
40000,T78.49,Other allergy,T7849
40001,T78.8,"Other adverse effects, not elsewhere classified",T788
40002,T79,"Certain early complications of trauma, not elsewhere classified",T79
40003,T79.0,Air embolism (traumatic),T790
40004,T79.1,Fat embolism (traumatic),T791
40005,T79.2,Traumatic secondary and recurrent hemorrhage and seroma,T792
40006,T79.4,Traumatic shock,T794
40007,T79.5,Traumatic anuria,T795
40008,T79.6,Traumatic ischemia of muscle,T796
40009,T79.7,Traumatic subcutaneous emphysema,T797
40010,T79.A,Traumatic compartment syndrome,T79A
